Date_Time,NO2(GT)
29/07/2004 01.00.00,808
29/07/2004 02.00.00,1074
29/07/2004 03.00.00,1087
29/07/2004 04.00.00,1158
29/07/2004 05.00.00,995
29/07/2004 06.00.00,807
29/07/2004 07.00.00,601
29/07/2004 08.00.00,491
29/07/2004 09.00.00,600
29/07/2004 10.00.00,654
29/07/2004 11.00.00,742
29/07/2004 12.00.00,786
29/07/2004 13.00.00,800
29/07/2004 14.00.00,887
29/07/2004 15.00.00,725
29/07/2004 16.00.00,756
29/07/2004 17.00.00,713
29/07/2004 18.00.00,689
29/07/2004 19.00.00,687
29/07/2004 20.00.00,720
29/07/2004 21.00.00,658
29/07/2004 22.00.00,601
29/07/2004 23.00.00,651
30/07/2004 00.00.00,677
30/07/2004 01.00.00,747
30/07/2004 02.00.00,841
30/07/2004 03.00.00,782
30/07/2004 04.00.00,932
30/07/2004 05.00.00,894
30/07/2004 06.00.00,862
30/07/2004 07.00.00,559
30/07/2004 08.00.00,470
30/07/2004 09.00.00,511
30/07/2004 10.00.00,584
30/07/2004 11.00.00,686
30/07/2004 12.00.00,742
30/07/2004 13.00.00,742
30/07/2004 14.00.00,752
30/07/2004 15.00.00,749
30/07/2004 16.00.00,777
30/07/2004 17.00.00,684
30/07/2004 18.00.00,649
30/07/2004 19.00.00,628
30/07/2004 20.00.00,647
30/07/2004 21.00.00,667
30/07/2004 22.00.00,620
30/07/2004 23.00.00,716
31/07/2004 00.00.00,-200
31/07/2004 01.00.00,809
31/07/2004 02.00.00,864
31/07/2004 03.00.00,854
31/07/2004 04.00.00,913
31/07/2004 05.00.00,40
31/07/2004 06.00.00,72
31/07/2004 07.00.00,801
31/07/2004 08.00.00,89
31/07/2004 09.00.00,151
31/07/2004 10.00.00,215
31/07/2004 11.00.00,196
31/07/2004 12.00.00,161
31/07/2004 13.00.00,120
31/07/2004 14.00.00,88
31/07/2004 15.00.00,38
31/07/2004 16.00.00,47
31/07/2004 17.00.00,886
31/07/2004 18.00.00,58
31/07/2004 19.00.00,71
31/07/2004 20.00.00,90
31/07/2004 21.00.00,95
31/07/2004 22.00.00,85
31/07/2004 23.00.00,119
01/08/2004 00.00.00,681
01/08/2004 01.00.00,77
01/08/2004 02.00.00,28
01/08/2004 03.00.00,-200
01/08/2004 04.00.00,21
01/08/2004 05.00.00,17
01/08/2004 06.00.00,24
01/08/2004 07.00.00,19
01/08/2004 08.00.00,39
01/08/2004 09.00.00,46
01/08/2004 10.00.00,53
01/08/2004 11.00.00,32
01/08/2004 12.00.00,30
01/08/2004 13.00.00,24
01/08/2004 14.00.00,34
01/08/2004 15.00.00,63
01/08/2004 16.00.00,69
01/08/2004 17.00.00,61
01/08/2004 18.00.00,73
01/08/2004 19.00.00,75
01/08/2004 20.00.00,69
01/08/2004 21.00.00,71
01/08/2004 22.00.00,73
01/08/2004 23.00.00,86
02/08/2004 00.00.00,65
02/08/2004 01.00.00,74
02/08/2004 02.00.00,45
02/08/2004 03.00.00,-200
02/08/2004 04.00.00,2
02/08/2004 05.00.00,29
02/08/2004 06.00.00,42
02/08/2004 07.00.00,146
02/08/2004 08.00.00,544
02/08/2004 09.00.00,163
02/08/2004 10.00.00,144
02/08/2004 11.00.00,125
02/08/2004 12.00.00,90
02/08/2004 13.00.00,76
02/08/2004 14.00.00,73
02/08/2004 15.00.00,73
02/08/2004 16.00.00,80
02/08/2004 17.00.00,121
02/08/2004 18.00.00,129
02/08/2004 19.00.00,103
02/08/2004 20.00.00,87
02/08/2004 21.00.00,58
02/08/2004 22.00.00,64
02/08/2004 23.00.00,58
03/08/2004 00.00.00,44
03/08/2004 01.00.00,774
03/08/2004 02.00.00,941
03/08/2004 03.00.00,1186
03/08/2004 04.00.00,1077
03/08/2004 05.00.00,1026
03/08/2004 06.00.00,973
03/08/2004 07.00.00,529
03/08/2004 08.00.00,487
03/08/2004 09.00.00,539
03/08/2004 10.00.00,596
03/08/2004 11.00.00,697
03/08/2004 12.00.00,650
03/08/2004 13.00.00,689
03/08/2004 14.00.00,722
03/08/2004 15.00.00,730
03/08/2004 16.00.00,684
03/08/2004 17.00.00,671
03/08/2004 18.00.00,622
03/08/2004 19.00.00,631
03/08/2004 20.00.00,672
03/08/2004 21.00.00,685
03/08/2004 22.00.00,659
03/08/2004 23.00.00,645
04/08/2004 00.00.00,678
04/08/2004 01.00.00,714
04/08/2004 02.00.00,791
04/08/2004 03.00.00,889
04/08/2004 04.00.00,962
04/08/2004 05.00.00,987
04/08/2004 06.00.00,733
04/08/2004 07.00.00,521
04/08/2004 08.00.00,455
04/08/2004 09.00.00,663
04/08/2004 10.00.00,764
04/08/2004 11.00.00,719
04/08/2004 12.00.00,747
04/08/2004 13.00.00,748
04/08/2004 14.00.00,852
04/08/2004 15.00.00,813
04/08/2004 16.00.00,828
04/08/2004 17.00.00,727
04/08/2004 18.00.00,750
04/08/2004 19.00.00,732
04/08/2004 20.00.00,785
04/08/2004 21.00.00,846
04/08/2004 22.00.00,838
04/08/2004 23.00.00,894
05/08/2004 00.00.00,783
05/08/2004 01.00.00,869
05/08/2004 02.00.00,922
05/08/2004 03.00.00,1032
05/08/2004 04.00.00,1054
05/08/2004 05.00.00,857
05/08/2004 06.00.00,742
05/08/2004 07.00.00,557
05/08/2004 08.00.00,574
05/08/2004 09.00.00,676
05/08/2004 10.00.00,662
05/08/2004 11.00.00,706
05/08/2004 12.00.00,727
05/08/2004 13.00.00,808
05/08/2004 14.00.00,850
05/08/2004 15.00.00,767
05/08/2004 16.00.00,748
05/08/2004 17.00.00,669
05/08/2004 18.00.00,682
05/08/2004 19.00.00,678
05/08/2004 20.00.00,732
05/08/2004 21.00.00,805
05/08/2004 22.00.00,816
05/08/2004 23.00.00,829
06/08/2004 00.00.00,731
06/08/2004 01.00.00,734
06/08/2004 02.00.00,827
06/08/2004 03.00.00,875
06/08/2004 04.00.00,930
06/08/2004 05.00.00,65
06/08/2004 06.00.00,94
06/08/2004 07.00.00,205
06/08/2004 08.00.00,516
06/08/2004 09.00.00,237
06/08/2004 10.00.00,245
06/08/2004 11.00.00,206
06/08/2004 12.00.00,156
06/08/2004 13.00.00,126
06/08/2004 14.00.00,108
06/08/2004 15.00.00,102
06/08/2004 16.00.00,110
06/08/2004 17.00.00,57
06/08/2004 18.00.00,109
06/08/2004 19.00.00,151
06/08/2004 20.00.00,153
06/08/2004 21.00.00,103
06/08/2004 22.00.00,76
06/08/2004 23.00.00,93
07/08/2004 00.00.00,75
07/08/2004 01.00.00,57
07/08/2004 02.00.00,32
07/08/2004 03.00.00,-200
07/08/2004 04.00.00,42
07/08/2004 05.00.00,37
07/08/2004 06.00.00,44
07/08/2004 07.00.00,51
07/08/2004 08.00.00,74
07/08/2004 09.00.00,649
07/08/2004 10.00.00,109
07/08/2004 11.00.00,80
07/08/2004 12.00.00,57
07/08/2004 13.00.00,56
07/08/2004 14.00.00,960
07/08/2004 15.00.00,947
07/08/2004 16.00.00,939
07/08/2004 17.00.00,46
07/08/2004 18.00.00,71
07/08/2004 19.00.00,65
07/08/2004 20.00.00,78
07/08/2004 21.00.00,51
07/08/2004 22.00.00,84
07/08/2004 23.00.00,89
08/08/2004 00.00.00,65
08/08/2004 01.00.00,43
08/08/2004 02.00.00,32
08/08/2004 03.00.00,-200
08/08/2004 04.00.00,22
08/08/2004 05.00.00,21
08/08/2004 06.00.00,27
08/08/2004 07.00.00,31
08/08/2004 08.00.00,901
08/08/2004 09.00.00,62
08/08/2004 10.00.00,936
08/08/2004 11.00.00,53
08/08/2004 12.00.00,87
08/08/2004 13.00.00,36
08/08/2004 14.00.00,21
08/08/2004 15.00.00,27
08/08/2004 16.00.00,29
08/08/2004 17.00.00,38
08/08/2004 18.00.00,949
08/08/2004 19.00.00,66
08/08/2004 20.00.00,63
08/08/2004 21.00.00,88
08/08/2004 22.00.00,87
08/08/2004 23.00.00,86
09/08/2004 00.00.00,49
09/08/2004 01.00.00,40
09/08/2004 02.00.00,27
09/08/2004 03.00.00,-200
09/08/2004 04.00.00,1065
09/08/2004 05.00.00,58
09/08/2004 06.00.00,87
09/08/2004 07.00.00,143
09/08/2004 08.00.00,96
09/08/2004 09.00.00,16
09/08/2004 10.00.00,54
09/08/2004 11.00.00,42
09/08/2004 12.00.00,72
09/08/2004 13.00.00,54
09/08/2004 14.00.00,52
09/08/2004 15.00.00,64
09/08/2004 16.00.00,70
09/08/2004 17.00.00,65
09/08/2004 18.00.00,80
09/08/2004 19.00.00,88
09/08/2004 20.00.00,81
09/08/2004 21.00.00,59
09/08/2004 22.00.00,69
09/08/2004 23.00.00,58
10/08/2004 00.00.00,732
10/08/2004 01.00.00,17
10/08/2004 02.00.00,6
10/08/2004 03.00.00,-200
10/08/2004 04.00.00,20
10/08/2004 05.00.00,58
10/08/2004 06.00.00,106
10/08/2004 07.00.00,143
10/08/2004 08.00.00,167
10/08/2004 09.00.00,188
10/08/2004 10.00.00,164
10/08/2004 11.00.00,128
10/08/2004 12.00.00,88
10/08/2004 13.00.00,51
10/08/2004 14.00.00,914
10/08/2004 15.00.00,59
10/08/2004 16.00.00,67
10/08/2004 17.00.00,105
10/08/2004 18.00.00,91
10/08/2004 19.00.00,69
10/08/2004 20.00.00,65
10/08/2004 21.00.00,58
10/08/2004 22.00.00,67
10/08/2004 23.00.00,64
11/08/2004 00.00.00,65
11/08/2004 01.00.00,47
11/08/2004 02.00.00,29
11/08/2004 03.00.00,-200
11/08/2004 04.00.00,16
11/08/2004 05.00.00,50
11/08/2004 06.00.00,78
11/08/2004 07.00.00,89
11/08/2004 08.00.00,97
11/08/2004 09.00.00,93
11/08/2004 10.00.00,105
11/08/2004 11.00.00,89
11/08/2004 12.00.00,63
11/08/2004 13.00.00,52
11/08/2004 14.00.00,882
11/08/2004 15.00.00,926
11/08/2004 16.00.00,80
11/08/2004 17.00.00,78
11/08/2004 18.00.00,64
11/08/2004 19.00.00,84
11/08/2004 20.00.00,72
11/08/2004 21.00.00,70
11/08/2004 22.00.00,59
11/08/2004 23.00.00,63
12/08/2004 00.00.00,58
12/08/2004 01.00.00,68
12/08/2004 02.00.00,57
12/08/2004 03.00.00,-200
12/08/2004 04.00.00,1027
12/08/2004 05.00.00,47
12/08/2004 06.00.00,39
12/08/2004 07.00.00,87
12/08/2004 08.00.00,122
12/08/2004 09.00.00,122
12/08/2004 10.00.00,101
12/08/2004 11.00.00,92
12/08/2004 12.00.00,70
12/08/2004 13.00.00,58
12/08/2004 14.00.00,898
12/08/2004 15.00.00,897
12/08/2004 16.00.00,52
12/08/2004 17.00.00,53
12/08/2004 18.00.00,65
12/08/2004 19.00.00,67
12/08/2004 20.00.00,67
12/08/2004 21.00.00,53
12/08/2004 22.00.00,53
12/08/2004 23.00.00,60
13/08/2004 00.00.00,60
13/08/2004 01.00.00,39
13/08/2004 02.00.00,22
13/08/2004 03.00.00,-200
13/08/2004 04.00.00,7
13/08/2004 05.00.00,25
13/08/2004 06.00.00,47
13/08/2004 07.00.00,101
13/08/2004 08.00.00,100
13/08/2004 09.00.00,79
13/08/2004 10.00.00,91
13/08/2004 11.00.00,83
13/08/2004 12.00.00,65
13/08/2004 13.00.00,55
13/08/2004 14.00.00,40
13/08/2004 15.00.00,48
13/08/2004 16.00.00,46
13/08/2004 17.00.00,998
13/08/2004 18.00.00,965
13/08/2004 19.00.00,60
13/08/2004 20.00.00,62
13/08/2004 21.00.00,912
13/08/2004 22.00.00,57
13/08/2004 23.00.00,72
14/08/2004 00.00.00,63
14/08/2004 01.00.00,899
14/08/2004 02.00.00,30
14/08/2004 03.00.00,-200
14/08/2004 04.00.00,18
14/08/2004 05.00.00,22
14/08/2004 06.00.00,39
14/08/2004 07.00.00,68
14/08/2004 08.00.00,84
14/08/2004 09.00.00,54
14/08/2004 10.00.00,51
14/08/2004 11.00.00,924
14/08/2004 12.00.00,44
14/08/2004 13.00.00,47
14/08/2004 14.00.00,37
14/08/2004 15.00.00,33
14/08/2004 16.00.00,36
14/08/2004 17.00.00,33
14/08/2004 18.00.00,40
14/08/2004 19.00.00,56
14/08/2004 20.00.00,71
14/08/2004 21.00.00,57
14/08/2004 22.00.00,825
14/08/2004 23.00.00,40
15/08/2004 00.00.00,26
15/08/2004 01.00.00,24
15/08/2004 02.00.00,24
15/08/2004 03.00.00,-200
15/08/2004 04.00.00,1107
15/08/2004 05.00.00,18
15/08/2004 06.00.00,19
15/08/2004 07.00.00,22
15/08/2004 08.00.00,34
15/08/2004 09.00.00,61
15/08/2004 10.00.00,896
15/08/2004 11.00.00,56
15/08/2004 12.00.00,31
15/08/2004 13.00.00,11
15/08/2004 14.00.00,8
15/08/2004 15.00.00,14
15/08/2004 16.00.00,21
15/08/2004 17.00.00,26
15/08/2004 18.00.00,37
15/08/2004 19.00.00,1016
15/08/2004 20.00.00,56
15/08/2004 21.00.00,51
15/08/2004 22.00.00,79
15/08/2004 23.00.00,38
16/08/2004 00.00.00,25
16/08/2004 01.00.00,24
16/08/2004 02.00.00,11
16/08/2004 03.00.00,-200
16/08/2004 04.00.00,16
16/08/2004 05.00.00,43
16/08/2004 06.00.00,86
16/08/2004 07.00.00,92
16/08/2004 08.00.00,102
16/08/2004 09.00.00,171
16/08/2004 10.00.00,796
16/08/2004 11.00.00,119
16/08/2004 12.00.00,71
16/08/2004 13.00.00,53
16/08/2004 14.00.00,61
16/08/2004 15.00.00,53
16/08/2004 16.00.00,1015
16/08/2004 17.00.00,72
16/08/2004 18.00.00,67
16/08/2004 19.00.00,70
16/08/2004 20.00.00,81
16/08/2004 21.00.00,79
16/08/2004 22.00.00,73
16/08/2004 23.00.00,870
17/08/2004 00.00.00,45
17/08/2004 01.00.00,25
17/08/2004 02.00.00,23
17/08/2004 03.00.00,-200
17/08/2004 04.00.00,18
17/08/2004 05.00.00,23
17/08/2004 06.00.00,841
17/08/2004 07.00.00,135
17/08/2004 08.00.00,167
17/08/2004 09.00.00,190
17/08/2004 10.00.00,717
17/08/2004 11.00.00,803
17/08/2004 12.00.00,875
17/08/2004 13.00.00,852
17/08/2004 14.00.00,922
17/08/2004 15.00.00,870
17/08/2004 16.00.00,843
17/08/2004 17.00.00,914
17/08/2004 18.00.00,969
17/08/2004 19.00.00,929
17/08/2004 20.00.00,807
17/08/2004 21.00.00,735
17/08/2004 22.00.00,692
17/08/2004 23.00.00,728
18/08/2004 00.00.00,795
18/08/2004 01.00.00,823
18/08/2004 02.00.00,847
18/08/2004 03.00.00,890
18/08/2004 04.00.00,903
18/08/2004 05.00.00,920
18/08/2004 06.00.00,870
18/08/2004 07.00.00,708
18/08/2004 08.00.00,713
18/08/2004 09.00.00,840
18/08/2004 10.00.00,896
18/08/2004 11.00.00,810
18/08/2004 12.00.00,855
18/08/2004 13.00.00,850
18/08/2004 14.00.00,875
18/08/2004 15.00.00,810
18/08/2004 16.00.00,83
18/08/2004 17.00.00,94
18/08/2004 18.00.00,84
18/08/2004 19.00.00,90
18/08/2004 20.00.00,91
18/08/2004 21.00.00,70
18/08/2004 22.00.00,75
18/08/2004 23.00.00,72
19/08/2004 00.00.00,59
19/08/2004 01.00.00,48
19/08/2004 02.00.00,41
19/08/2004 03.00.00,-200
19/08/2004 04.00.00,11
19/08/2004 05.00.00,11
19/08/2004 06.00.00,37
19/08/2004 07.00.00,72
19/08/2004 08.00.00,53
19/08/2004 09.00.00,803
19/08/2004 10.00.00,47
19/08/2004 11.00.00,33
19/08/2004 12.00.00,35
19/08/2004 13.00.00,32
19/08/2004 14.00.00,852
19/08/2004 15.00.00,870
19/08/2004 16.00.00,32
19/08/2004 17.00.00,51
19/08/2004 18.00.00,46
19/08/2004 19.00.00,62
19/08/2004 20.00.00,65
19/08/2004 21.00.00,757
19/08/2004 22.00.00,723
19/08/2004 23.00.00,809
20/08/2004 00.00.00,810
20/08/2004 01.00.00,807
20/08/2004 02.00.00,859
20/08/2004 03.00.00,1206
20/08/2004 04.00.00,1398
20/08/2004 05.00.00,1075
20/08/2004 06.00.00,873
20/08/2004 07.00.00,683
20/08/2004 08.00.00,591
20/08/2004 09.00.00,701
20/08/2004 10.00.00,747
20/08/2004 11.00.00,777
20/08/2004 12.00.00,772
20/08/2004 13.00.00,919
20/08/2004 14.00.00,960
20/08/2004 15.00.00,964
20/08/2004 16.00.00,876
20/08/2004 17.00.00,840
20/08/2004 18.00.00,845
20/08/2004 19.00.00,836
20/08/2004 20.00.00,767
20/08/2004 21.00.00,763
20/08/2004 22.00.00,717
20/08/2004 23.00.00,767
21/08/2004 00.00.00,824
21/08/2004 01.00.00,863
21/08/2004 02.00.00,927
21/08/2004 03.00.00,1150
21/08/2004 04.00.00,1137
21/08/2004 05.00.00,1058
21/08/2004 06.00.00,1088
21/08/2004 07.00.00,1017
21/08/2004 08.00.00,1061
21/08/2004 09.00.00,1131
21/08/2004 10.00.00,1031
21/08/2004 11.00.00,1086
21/08/2004 12.00.00,1113
21/08/2004 13.00.00,1120
21/08/2004 14.00.00,1171
21/08/2004 15.00.00,1142
21/08/2004 16.00.00,1023
21/08/2004 17.00.00,1060
21/08/2004 18.00.00,958
21/08/2004 19.00.00,808
21/08/2004 20.00.00,831
21/08/2004 21.00.00,941
21/08/2004 22.00.00,944
21/08/2004 23.00.00,878
22/08/2004 00.00.00,809
22/08/2004 01.00.00,868
22/08/2004 02.00.00,868
22/08/2004 03.00.00,856
22/08/2004 04.00.00,917
22/08/2004 05.00.00,935
22/08/2004 06.00.00,1038
22/08/2004 07.00.00,936
22/08/2004 08.00.00,911
22/08/2004 09.00.00,830
22/08/2004 10.00.00,842
22/08/2004 11.00.00,899
22/08/2004 12.00.00,1009
22/08/2004 13.00.00,1286
22/08/2004 14.00.00,1326
22/08/2004 15.00.00,1224
22/08/2004 16.00.00,1212
22/08/2004 17.00.00,1163
22/08/2004 18.00.00,999
22/08/2004 19.00.00,851
22/08/2004 20.00.00,782
22/08/2004 21.00.00,773
22/08/2004 22.00.00,826
22/08/2004 23.00.00,856
23/08/2004 00.00.00,817
23/08/2004 01.00.00,903
23/08/2004 02.00.00,995
23/08/2004 03.00.00,1065
23/08/2004 04.00.00,1105
23/08/2004 05.00.00,1093
23/08/2004 06.00.00,997
23/08/2004 07.00.00,810
23/08/2004 08.00.00,638
23/08/2004 09.00.00,702
23/08/2004 10.00.00,764
23/08/2004 11.00.00,86
23/08/2004 12.00.00,57
23/08/2004 13.00.00,955
23/08/2004 14.00.00,41
23/08/2004 15.00.00,979
23/08/2004 16.00.00,45
23/08/2004 17.00.00,60
23/08/2004 18.00.00,51
23/08/2004 19.00.00,53
23/08/2004 20.00.00,72
23/08/2004 21.00.00,62
23/08/2004 22.00.00,41
23/08/2004 23.00.00,32
24/08/2004 00.00.00,44
24/08/2004 01.00.00,29
24/08/2004 02.00.00,18
24/08/2004 03.00.00,-200
24/08/2004 04.00.00,12
24/08/2004 05.00.00,39
24/08/2004 06.00.00,83
24/08/2004 07.00.00,149
24/08/2004 08.00.00,216
24/08/2004 09.00.00,153
24/08/2004 10.00.00,714
24/08/2004 11.00.00,126
24/08/2004 12.00.00,96
24/08/2004 13.00.00,92
24/08/2004 14.00.00,896
24/08/2004 15.00.00,109
24/08/2004 16.00.00,723
24/08/2004 17.00.00,87
24/08/2004 18.00.00,80
24/08/2004 19.00.00,70
24/08/2004 20.00.00,67
24/08/2004 21.00.00,66
24/08/2004 22.00.00,97
24/08/2004 23.00.00,90
25/08/2004 00.00.00,99
25/08/2004 01.00.00,71
25/08/2004 02.00.00,59
25/08/2004 03.00.00,-200
25/08/2004 04.00.00,26
25/08/2004 05.00.00,47
25/08/2004 06.00.00,108
25/08/2004 07.00.00,160
25/08/2004 08.00.00,204
25/08/2004 09.00.00,193
25/08/2004 10.00.00,146
25/08/2004 11.00.00,687
25/08/2004 12.00.00,90
25/08/2004 13.00.00,84
25/08/2004 14.00.00,60
25/08/2004 15.00.00,66
25/08/2004 16.00.00,57
25/08/2004 17.00.00,71
25/08/2004 18.00.00,51
25/08/2004 19.00.00,49
25/08/2004 20.00.00,59
25/08/2004 21.00.00,66
25/08/2004 22.00.00,72
25/08/2004 23.00.00,89
26/08/2004 00.00.00,75
26/08/2004 01.00.00,38
26/08/2004 02.00.00,24
26/08/2004 03.00.00,-200
26/08/2004 04.00.00,1189
26/08/2004 05.00.00,40
26/08/2004 06.00.00,-200
26/08/2004 07.00.00,121
26/08/2004 08.00.00,143
26/08/2004 09.00.00,104
26/08/2004 10.00.00,111
26/08/2004 11.00.00,83
26/08/2004 12.00.00,90
26/08/2004 13.00.00,82
26/08/2004 14.00.00,48
26/08/2004 15.00.00,89
26/08/2004 16.00.00,-200
26/08/2004 17.00.00,129
26/08/2004 18.00.00,103
26/08/2004 19.00.00,115
26/08/2004 20.00.00,108
26/08/2004 21.00.00,-200
26/08/2004 22.00.00,68
26/08/2004 23.00.00,36
27/08/2004 00.00.00,81
27/08/2004 01.00.00,91
27/08/2004 02.00.00,-200
27/08/2004 03.00.00,-200
27/08/2004 04.00.00,46
27/08/2004 05.00.00,71
27/08/2004 06.00.00,92
27/08/2004 07.00.00,201
27/08/2004 08.00.00,169
27/08/2004 09.00.00,158
27/08/2004 10.00.00,147
27/08/2004 11.00.00,119
27/08/2004 12.00.00,-200
27/08/2004 13.00.00,92
27/08/2004 14.00.00,82
27/08/2004 15.00.00,85
27/08/2004 16.00.00,96
27/08/2004 17.00.00,104
27/08/2004 18.00.00,-200
27/08/2004 19.00.00,128
27/08/2004 20.00.00,147
27/08/2004 21.00.00,115
27/08/2004 22.00.00,97
27/08/2004 23.00.00,74
28/08/2004 00.00.00,50
28/08/2004 01.00.00,41
28/08/2004 02.00.00,36
28/08/2004 03.00.00,-200
28/08/2004 04.00.00,40
28/08/2004 05.00.00,25
28/08/2004 06.00.00,38
28/08/2004 07.00.00,38
28/08/2004 08.00.00,75
28/08/2004 09.00.00,104
28/08/2004 10.00.00,134
28/08/2004 11.00.00,85
28/08/2004 12.00.00,30
28/08/2004 13.00.00,49
28/08/2004 14.00.00,1020
28/08/2004 15.00.00,953
28/08/2004 16.00.00,877
28/08/2004 17.00.00,786
28/08/2004 18.00.00,775
28/08/2004 19.00.00,690
28/08/2004 20.00.00,727
28/08/2004 21.00.00,685
28/08/2004 22.00.00,697
28/08/2004 23.00.00,646
29/08/2004 00.00.00,714
29/08/2004 01.00.00,699
29/08/2004 02.00.00,711
29/08/2004 03.00.00,768
29/08/2004 04.00.00,809
29/08/2004 05.00.00,843
29/08/2004 06.00.00,897
29/08/2004 07.00.00,947
29/08/2004 08.00.00,809
29/08/2004 09.00.00,859
29/08/2004 10.00.00,776
29/08/2004 11.00.00,800
29/08/2004 12.00.00,872
29/08/2004 13.00.00,956
29/08/2004 14.00.00,982
29/08/2004 15.00.00,955
29/08/2004 16.00.00,898
29/08/2004 17.00.00,746
29/08/2004 18.00.00,752
29/08/2004 19.00.00,590
29/08/2004 20.00.00,613
29/08/2004 21.00.00,697
29/08/2004 22.00.00,680
29/08/2004 23.00.00,613
30/08/2004 00.00.00,690
30/08/2004 01.00.00,831
30/08/2004 02.00.00,951
30/08/2004 03.00.00,1123
30/08/2004 04.00.00,1127
30/08/2004 05.00.00,877
30/08/2004 06.00.00,726
30/08/2004 07.00.00,477
30/08/2004 08.00.00,416
30/08/2004 09.00.00,517
30/08/2004 10.00.00,607
30/08/2004 11.00.00,643
30/08/2004 12.00.00,679
30/08/2004 13.00.00,715
30/08/2004 14.00.00,765
30/08/2004 15.00.00,635
30/08/2004 16.00.00,645
30/08/2004 17.00.00,657
30/08/2004 18.00.00,611
30/08/2004 19.00.00,629
30/08/2004 20.00.00,648
30/08/2004 21.00.00,656
30/08/2004 22.00.00,675
30/08/2004 23.00.00,736
31/08/2004 00.00.00,836
31/08/2004 01.00.00,826
31/08/2004 02.00.00,953
31/08/2004 03.00.00,1049
31/08/2004 04.00.00,954
31/08/2004 05.00.00,861
31/08/2004 06.00.00,756
31/08/2004 07.00.00,505
31/08/2004 08.00.00,443
31/08/2004 09.00.00,546
31/08/2004 10.00.00,568
31/08/2004 11.00.00,552
31/08/2004 12.00.00,610
31/08/2004 13.00.00,626
31/08/2004 14.00.00,-200
31/08/2004 15.00.00,209
31/08/2004 16.00.00,132
31/08/2004 17.00.00,666
31/08/2004 18.00.00,243
31/08/2004 19.00.00,247
31/08/2004 20.00.00,633
31/08/2004 21.00.00,187
31/08/2004 22.00.00,639
31/08/2004 23.00.00,200
01/09/2004 00.00.00,189
01/09/2004 01.00.00,136
01/09/2004 02.00.00,83
01/09/2004 03.00.00,-200
01/09/2004 04.00.00,72
01/09/2004 05.00.00,121
01/09/2004 06.00.00,268
01/09/2004 07.00.00,451
01/09/2004 08.00.00,458
01/09/2004 09.00.00,487
01/09/2004 10.00.00,319
01/09/2004 11.00.00,269
01/09/2004 12.00.00,224
01/09/2004 13.00.00,700
01/09/2004 14.00.00,189
01/09/2004 15.00.00,686
01/09/2004 16.00.00,245
01/09/2004 17.00.00,341
01/09/2004 18.00.00,567
01/09/2004 19.00.00,358
01/09/2004 20.00.00,599
01/09/2004 21.00.00,252
01/09/2004 22.00.00,201
01/09/2004 23.00.00,225
02/09/2004 00.00.00,622
02/09/2004 01.00.00,167
02/09/2004 02.00.00,99
02/09/2004 03.00.00,-200
02/09/2004 04.00.00,87
02/09/2004 05.00.00,164
02/09/2004 06.00.00,87
02/09/2004 07.00.00,93
02/09/2004 08.00.00,417
02/09/2004 09.00.00,406
02/09/2004 10.00.00,577
02/09/2004 11.00.00,616
02/09/2004 12.00.00,623
02/09/2004 13.00.00,697
02/09/2004 14.00.00,704
02/09/2004 15.00.00,667
02/09/2004 16.00.00,694
02/09/2004 17.00.00,666
02/09/2004 18.00.00,550
02/09/2004 19.00.00,490
02/09/2004 20.00.00,572
02/09/2004 21.00.00,640
02/09/2004 22.00.00,649
02/09/2004 23.00.00,672
03/09/2004 00.00.00,666
03/09/2004 01.00.00,699
03/09/2004 02.00.00,784
03/09/2004 03.00.00,921
03/09/2004 04.00.00,954
03/09/2004 05.00.00,911
03/09/2004 06.00.00,842
03/09/2004 07.00.00,540
03/09/2004 08.00.00,388
03/09/2004 09.00.00,489
03/09/2004 10.00.00,524
03/09/2004 11.00.00,565
03/09/2004 12.00.00,635
03/09/2004 13.00.00,698
03/09/2004 14.00.00,697
03/09/2004 15.00.00,670
03/09/2004 16.00.00,674
03/09/2004 17.00.00,-200
03/09/2004 18.00.00,-200
03/09/2004 19.00.00,-200
03/09/2004 20.00.00,546
03/09/2004 21.00.00,-200
03/09/2004 22.00.00,-200
03/09/2004 23.00.00,-200
04/09/2004 00.00.00,-200
04/09/2004 01.00.00,-200
04/09/2004 02.00.00,-200
04/09/2004 03.00.00,-200
04/09/2004 04.00.00,-200
04/09/2004 05.00.00,-200
04/09/2004 06.00.00,795
04/09/2004 07.00.00,-200
04/09/2004 08.00.00,-200
04/09/2004 09.00.00,615
04/09/2004 10.00.00,-200
04/09/2004 11.00.00,-200
04/09/2004 12.00.00,-200
04/09/2004 13.00.00,-200
04/09/2004 14.00.00,-200
04/09/2004 15.00.00,-200
04/09/2004 16.00.00,-200
04/09/2004 17.00.00,-200
04/09/2004 18.00.00,-200
04/09/2004 19.00.00,-200
04/09/2004 20.00.00,-200
04/09/2004 21.00.00,-200
04/09/2004 22.00.00,-200
04/09/2004 23.00.00,-200
05/09/2004 00.00.00,-200
05/09/2004 01.00.00,555
05/09/2004 02.00.00,-200
05/09/2004 03.00.00,-200
05/09/2004 04.00.00,-200
05/09/2004 05.00.00,-200
05/09/2004 06.00.00,-200
05/09/2004 07.00.00,-200
05/09/2004 08.00.00,-200
05/09/2004 09.00.00,-200
05/09/2004 10.00.00,-200
05/09/2004 11.00.00,1071
05/09/2004 12.00.00,-200
